names,0
Along Came A Slider,good_topic4
Alvin's Sandwich Shop,good_topic3
Ambrose and Eve,good_topic5
American Bakers Cafe,good_topic2
American Bakers Coffee,good_topic2
American Deli,good_topic4
American Provisions,good_topic3
American Provisions Dorchester,good_topic3
American Roadhouse,good_topic2
American Sandwich Shop,good_topic4
American Social,good_topic5
Americano Espresso Bar,good_topic2
Ames Street Deli,good_topic6
Amsterdam Cafe,good_topic3
Amsterdam Falafelshop,good_topic1
Ancestry Brewing,good_topic6
Anchor Bar,good_topic6
Anchor End Eurocafe & Bakery,good_topic2
Andre's Burger Shack,good_topic6
Andre's Cafe,good_topic3
Andrea Quality Cheesecake,good_topic5
Andys Breakfast & Lunch,good_topic2
Angelina's,good_topic2
Angelina's Sandwich Shop,good_topic5
Angora Cafe,good_topic2
Anh Hong Restaurant,good_topic1
Ann's Snack Bar,good_topic4
Anna Bannanas St. Johns,good_topic2
Anna's Hand Cut Donuts,good_topic3
Annie's,good_topic4
Annie's Cafe & Bar,good_topic2
Annie's Restaurant,good_topic4
Another Broken Egg Cafe,good_topic2
Anthony's Italian Specialties,good_topic3
Apple Spice,good_topic1
Apple Spice Junction,good_topic5
Applebee's,good_topic5
Applebee's Grill + Bar,good_topic5
April's II,good_topic2
April's Pub & Grill,good_topic2
Aquamarine,good_topic5
Arby's,good_topic3
Arby's Roast Beef,good_topic5
Arbys,good_topic3
Arbys Wall Kiosk,good_topic5
Arcadia,good_topic6
Archie's New York Deli,good_topic2
Area 4 Restaurant,good_topic5
Area 52 Bar & Grill,good_topic6
Area Four Food Truck,good_topic1
Arena Sandwich Co. Cheesesteaks,good_topic3
Arepa Burger,good_topic1
Arepas and More Caf茅,good_topic1
Argan Bistro,good_topic6
Argentina PDX,good_topic6
Argo Caf茅,good_topic2
Argos Diner,good_topic2
Aristo Cafe,good_topic3
Arlo's,good_topic4
Aroma Bistro & Cafe,good_topic1
Art's Sandwich Shop,good_topic3
Artesanal,good_topic4
Arthur's Deli & Variety,good_topic3
Article 24,good_topic6
Arts At the Armory Cafe,good_topic2
Arturo's Underground Cafe,good_topic2
As Good As It Gets Cafe,good_topic2
Ashmont Market & Liquor,good_topic3
Ate-Oh-Ate,good_topic1
Ate-Oh-Ate Grill,good_topic1
Athan's Bakery,good_topic2
Athena Roasted Chicken & Deli,good_topic1
Atkins Park Restaurant,good_topic6
Atlanta Braves All Star Grill,good_topic5
Atlanta Bread,good_topic5
Atlanta Bread - Dunwoody,good_topic5
Atlanta Bread - Smyrna,good_topic2
Atlanta Bread Company International-Bakery Division,good_topic5
Atlanta Fish House & Grill,good_topic5
Atlanta's Best Coffee bar,good_topic2
Atlas,good_topic5
Atmosphere Bistro,good_topic5
Atomic Cafe,good_topic2
Atwood's Tavern,good_topic6
Au Bon Pain,good_topic2
Au Petit Caf茅,good_topic1
Augusta Subs & Salads,good_topic1
Aunt Tillie's Deli,good_topic3
Auntie Anne's,good_topic5
Aurora Coffee,good_topic3
Aurum Hand Pies,good_topic2
Aussie's Grill & Beach Bar,good_topic6
Austin Cheese Company,good_topic6
Austin Daily Press,good_topic1
Austin Java,good_topic2
Austin Java Barton Springs,good_topic2
Austin Rotisserie,good_topic1
Austin's Coffee & Film,good_topic6
Auto's Pub,good_topic6
Ava Roasteria,good_topic2
Avenue B Grocery,good_topic3
Avenue Deli,good_topic3
Avenue Gastrobar,good_topic5
Average Joe's Pub & Grill,good_topic5
Aviv,good_topic1
Axum Coffee,good_topic2
B Cafe,good_topic2
B Spot,good_topic4
B Street Coffee House,good_topic2
B Sweets Cakes and Desserts,good_topic2
B. Good,good_topic4
B.GOOD,good_topic2
B.Good Burgers - Take Out Only,good_topic2
B.W.'s Grill,good_topic2
BAD AS'S SANDWICH,good_topic1
BB Junction,good_topic4
BBQ Chicken,good_topic1
BEERWORKS No. 2 Salem,good_topic6
BEERWORKS No. 3 Canal,good_topic6
BEP! Vietnamese Cuisine,good_topic1
BGR Grille,good_topic4
BGR The Burger Joint,good_topic4
BITE Bistro & Wine Bar,good_topic6
BLT Steak,good_topic5
BNS Cafe,good_topic2
BRU Burger Bar-Westerville,good_topic4
BURGERFI,good_topic4
Ba Le Banh Mi,good_topic1
Ba Le Field Corner,good_topic1
Ba Le Sandwich Shop,good_topic1
Baba's,good_topic2
Babica Hen Cafe,good_topic2
Baby Goat Coffeehouse,good_topic2
Bacchi's Italian Delicatessen,good_topic3
Back Bay Sandwich,good_topic3
Back Deck,good_topic5
Back Yard Burgers,good_topic4
Backspin Texas Sports Bar & Grill,good_topic6
Bacon PDX,good_topic1
Bad As's Sandwich,good_topic1
Bad Daddy's Burger Bar,good_topic4
Bad Daddys Burger Bar,good_topic4
Bad Dog Taqueria,good_topic5
Bada Bings,good_topic5
Bagel & Box,good_topic3
Bagel 13,good_topic2
Bagel Bagel Cafe,good_topic1
Bagel Bistro,good_topic3
Bagel Boys Cafe,good_topic2
Bagel King,good_topic2
Bagel Rising,good_topic3
Bagel World,good_topic3
Bagel World II Bakery & Deli,good_topic3
Bagel World Victoria Square,good_topic3
Bagel's Best,good_topic3
Bagelsaurus,good_topic3
Baguette House,good_topic1
Baguette Time,good_topic1
Bahn Bahn,good_topic1
Bailey & Sage,good_topic3
Bailey's Burger Shop,good_topic4
Bailey鈥檚 Coffee & Cream,good_topic2
Baja Box,good_topic5
Baked,good_topic5
Bakehouse Bagels,good_topic3
Baker & Table Cafe Bakery,good_topic2
Baker Dude Bakery Cafe,good_topic2
Baker and Baron Cafe,good_topic2
BakerBaker,good_topic3
Bakery Plus,good_topic3
Bakey's Restaurant,good_topic6
Baldinos Giant Jersey Subs,good_topic3
Ball Square Cafe,good_topic2
Bam Pow Burgers,good_topic4
Bam Pow! Burgers,good_topic1
Bambinos New York Style Deli,good_topic3
Bambo Caf茅,good_topic2
Bamboo Cafe,good_topic6
Bambuza Vietnam Kitchen - Portland,good_topic1
Banana Cafe,good_topic1
Banh Mi Ba Le,good_topic1
Banh Mi Bar Restaurant,good_topic1
Banh Mi House,good_topic1
Banh Mi Nam Loc,good_topic1
Banh Mi Ngon,good_topic1
Banh Mi Saigon,good_topic1
Bao Down,good_topic1
Baoguette Vietnamese Bistro,good_topic1
Baopdx,good_topic1
Baoqi Vietnamese Eateri,good_topic1
Bar 145,good_topic6
Bar Bar,good_topic6
Bar Boulud - Boston,good_topic6
Bar Cr茅ma,good_topic2
Bar Meatball,good_topic1
Barcelos Flame Grilled Chicken,good_topic5
Bardo's Grill,good_topic4
Bare Bones Cafe & Bar,good_topic6
Bareburger,good_topic4
Barracuda On The Fly,good_topic1
Barry Bagels - Dublin,good_topic3
Barry Bagels Westerville,good_topic3
Barry's Village Deli,good_topic3
Barton Hills Food Mart,good_topic3
Basecamp Provisions,good_topic2
Basil's Restaurant & Tapas Bar,good_topic5
Basils Subs,good_topic1
Bat Wings,good_topic4
Bates New England Seafood & Subs,good_topic5
Batter Up,good_topic2
Batterfish Food Truck,good_topic5
Bay Sweets,good_topic3
Be Banh Mi,good_topic1
Beach Club Marketplace,good_topic3
Beach Hut Deli,good_topic3
Beachmont Roast Beef,good_topic3
Bean & Leaf Cafe,good_topic2
Bean Around the World Coffees,good_topic3
Bean Banh Mi,good_topic1
Beantown Hoagie,good_topic3
Beantown Pastrami,good_topic1
Beantowne Coffee,good_topic2
Bear Rock Cafe,good_topic3
Beard Papa's,good_topic1
Beaverton Bakery,good_topic3
Beaverton Charburger,good_topic4
Beaverton Sub Station,good_topic3
Bedford House Of Roast Beef,good_topic1
Bee Cave Coffee,good_topic2
Beef 'O' Brady's,good_topic5
BeefMaster Roast Beef & Seafood,good_topic6
Beefy King,good_topic3
Beehive Restaurant,good_topic6
BeetBox,good_topic1
Beez Holgate Station,good_topic2
Behind the Museum Cafe,good_topic2
Bel Caf茅,good_topic2
Bella Donna Subs,good_topic3
Bella Isla Express,good_topic1
Bellmont Caffe,good_topic2
Bells and Whistles,good_topic6
Belly Burger,good_topic5
Belly Up,good_topic1
Belmondo Cafe,good_topic2
Belmont Cafe,good_topic2
Ben Hill Grill,good_topic4
Ben and Sam's - The Vienna Bakery,good_topic2
Benjamin French Bakery Cafe,good_topic2
Bennett's Market & Deli,good_topic3
Bennett's Sandwich Shop,good_topic1
Benny's Cheesesteak,good_topic1
Bent Whisker Sandwich,good_topic1
Bent's Cafe,good_topic3
Berkeley Perk Cafe,good_topic2
Bernard's Tavern,good_topic6
Bernie's Gourmet To Go,good_topic1
Bernie's Hamburgers & Teriyaki,good_topic4
Bernoulli's Bagels,good_topic3
Bernstein's Bagels,good_topic3
Berts Restaurant,good_topic2
Best Bagel,good_topic3
Best Baguette,good_topic1
Best Bite Donair,good_topic5
Best Burger,good_topic4
Best Burger Bar,good_topic4
Best of the Wurst,good_topic3
Bestsellers Cafe,good_topic3
Beta Burger,good_topic4
Beth's Burger Bar,good_topic4
Better Bagels,good_topic3
Better U Dining,good_topic5
Betty Ann's Sandwich Shop,good_topic3
Beulahland,good_topic6
Beverly Hills Boulangerie,good_topic2
Beyond Burger Bar,good_topic4
Bibingka,good_topic1
Biderman's Deli,good_topic3
Big Al's Gourmet Butter Made Burgers,good_topic4
Big Al's Steaks,good_topic1
Big Belly Deli,good_topic1
Big Burger,good_topic4
Big Chic,good_topic4
Big City Bagels and Subs,good_topic3
Big Country Grill,good_topic4
Big Daddy Bagels,good_topic3
Big Daddy's Burgers & Bar,good_topic4
Big Dave's Cheesesteaks,good_topic3
Big Joy - Fresh Grill Bar,good_topic1
Big Kahuna,good_topic5
Big League Subs,good_topic5
Big Lou's Butcher Shop,good_topic1
Big Rob's Burgers,good_topic4
Big Smoke Burger,good_topic4
Big Star Sandwich,good_topic1
Big Star Sandwich Co.,good_topic3
Big Star Sandwich Company,good_topic1
Big Star Sandwiches,good_topic3
Big Time Street Food,good_topic4
Big Town Hero,good_topic3
Big-Ass Sandwiches,good_topic3
"Bikes, Beans & Bordeaux",good_topic2
Bikinis Sports Bar & Grill,good_topic5
Bill & Bob's Roast Beef,good_topic3
Billie Jean's Burger Pub,good_topic4
Billy Blues Bar and Grill,good_topic5
Billy Bob's New Secrets,good_topic6
Billy Heartbeats,good_topic5
Billy's Famous Roast Beef & Seafood,good_topic1
Billy's Sub Shop,good_topic2
Billy's on Burnet,good_topic6
Bin 4 Burger Lounge,good_topic4
Bingo! Sandwiches,good_topic1
Binh Minh Sandwiches,good_topic1
Bird Bird Biscuit,good_topic1
Birra Pub,good_topic6
Biscuit Bar,good_topic2
Biscuits Cafe,good_topic2
Bistro Latino,good_topic1
Bite,good_topic4
Bites Station,good_topic5
Black,good_topic6
Black Angus Steakhouse,good_topic5
Black Bean Deli,good_topic1
Black Bear Diner,good_topic5
Black Bear Kitchen,good_topic6
Black Dog Lounge,good_topic6
Black Seed Burger Cult,good_topic4
Black Seed Cafe & Grill,good_topic2
Black Sheep Lodge,good_topic6
Black Walnut Cafe,good_topic2
Black Water,good_topic6
Blackbird Cafe,good_topic2
Blackjack Pasta Kitchen,good_topic1
Blasi's Cafe,good_topic1
Blast Burger,good_topic6
Blazing Salads,good_topic1
Bleacher Bar,good_topic6
Bleachers Sports Bar & Grill,good_topic6
Blended Bistro & Boba,good_topic2
Blenz Coffee,good_topic3
Bless Your Heart Burgers,good_topic4
Bless Your Heart Burgers 33rd Avenue,good_topic4
Blimpie,good_topic3
Blitz Twentyone,good_topic6
Bloc Somerville,good_topic2
Block And Board,good_topic1
Block's,good_topic2
Block's Hot Bagels Deli & Bakery,good_topic3
Blondie's,good_topic2
Bloomy Rind,good_topic1
Blu,good_topic6
Blue Asia Cafe,good_topic1
Blue Canoe Cafe,good_topic2
Blue Chip,good_topic1
Blue Dahlia Bistro,good_topic2
Blue Glass Cafe,good_topic3
Blue Jacket Grille and Bar,good_topic4
Blue Max,good_topic6
Blue Moon Bar & Grill,good_topic6
Blue Moon Brewhouse,good_topic5
Blue Moon Coffee,good_topic2
Blue Moon Grill,good_topic2
Blue Shirt Caf茅,good_topic2
Blue Sky Cafe,good_topic1
Blue State Coffee,good_topic3
Blues Diner,good_topic3
Bluff Street Bar & Billiards,good_topic6
Blunch,good_topic2
BoJangles,good_topic1
BoardWalk Bakery,good_topic2
Boardwalk Burgers and Fries,good_topic4
Boardwalk Fresh Burgers & Fries,good_topic4
Boardwalk Fresh Burgers and Fries,good_topic4
Boars Nest Specialty Sandwiches,good_topic3
Boat House Grill,good_topic5
BoatHouse Deli,good_topic3
Bob Evans Express,good_topic2
Bob's Diner,good_topic2
Bob's Italian Foods & Catering,good_topic3
Bob's Red Mill,good_topic3
Bob's Sub Stop,good_topic3
Bob's Subs,good_topic3
Bob's Surf & Turf,good_topic3
Bobby G's,good_topic3
Bobby's Burger Palace,good_topic4
Bocadillos Cafe,good_topic5
Bocado,good_topic4
Bocca Bella Cafe & Bistro,good_topic5
Bocci's on 7th,good_topic5
Bodega Caf茅,good_topic6
Bodega Pdx,good_topic1
Boise Fry Company,good_topic4
Bojangles,good_topic2
Bojangles Famous Chicken and Biscuits,good_topic5
Bojangles' Famous Chicken 'n Biscuits,good_topic3
Boke Dokie,good_topic1
Bombshells Restaurant & Bar,good_topic5
Bon Baguette,good_topic1
Bon Cafe,good_topic1
Bon Me,good_topic1
Bon Me - Boston Public Market,good_topic1
Bon Me - Chestnut Hill Square,good_topic1
Bon Me - Fresh Pond,good_topic1
Bon Me - Harvard Truck,good_topic1
BonBon Banh Mi,good_topic1
Bonchaz Bakery Caf茅,good_topic2
BoneHeads,good_topic1
Boneheads,good_topic6
Bonne Chance Cafe,good_topic1
Bonnie Burger,good_topic3
Boogies Burgers and Brew,good_topic4
Borinquen Restaurant & Cafe,good_topic1
Bosburger,good_topic4
Boston Bakery & Cafe,good_topic1
Boston Beer Garden,good_topic6
Boston Beer Works,good_topic5
Boston Burger,good_topic4
Boston Burger - Boston,good_topic4
Boston Burger Company,good_topic4
Boston Cheese Cellar,good_topic3
Boston Chowda,good_topic5
Boston Chowda Co,good_topic5
Boston Coffeehouse,good_topic2
Boston Fish Supreme,good_topic2
Boston King Coffee,good_topic2
Boston Market,good_topic5
Boston Shawarma,good_topic6
Boston Wing-It,good_topic4
Boston's Baddest Burger & Sandwich,good_topic5
Boston's Fish House,good_topic5
Boteco do Manolo,good_topic5
Bottega Fiorentina,good_topic1
Bottle Rocket,good_topic4
Bottoms Up,good_topic6
Boulder Creek Market,good_topic3
Boulder Subs,good_topic3
Bouldin Creek Cafe,good_topic2
Boulevard Grill and Sports Bar,good_topic6
Bountiful Bakery & Cafe,good_topic3
Bountiful Bakery and Cafe,good_topic3
Bova Sandwich Shop,good_topic3
Bowery Bagels,good_topic3
BowlLicious,good_topic1
Boy With a Knife Grill,good_topic1
Boyles Market,good_topic3
Branch Whiskey Bar,good_topic6
Brass Tacks Deli,good_topic1
Brass Tacks Sandwiches,good_topic1
Brassica,good_topic1
Braxi's,good_topic3
Braz Coffee Shop,good_topic2
Brazza Gelato & Coffee,good_topic3
BreWingZ On The Fly,good_topic5
Bread & Honey Cafe,good_topic2
Bread Box Handcrafted Sandwiches,good_topic5
Bread Dreams,good_topic2
Bread and Broth,good_topic1
Bread and Chocolate,good_topic2
Bread and Ink Cafe,good_topic2
Breadbasket Bakery and cafe,good_topic2
Breadwinner Cafe,good_topic2
Breadwinner Cafe & Bakery,good_topic1
Break Bread - NW Pearl,good_topic1
Breakfast Club Altamonte,good_topic2
Breakfast Club of Orlando,good_topic2
Bred,good_topic4
Breeze,good_topic6
Breka Bakery & Cafe,good_topic2
Breken Kitchen,good_topic2
Brenen's Cafe,good_topic2
Brenner's Restaurant,good_topic5
Brew on the Grid,good_topic2
Brewed,good_topic2
Brianto's Original Hoagies,good_topic3
Bricco Salumeria and Pasta Shoppe,good_topic1
Brick House Tavern + Tap,good_topic6
Brick Top's Pub,good_topic5
Brick Wall Kitchen,good_topic2
Brick an American Kitchen,good_topic6
BrickStone Cafe,good_topic1
Brickhouse Coffee,good_topic2
Bridge City Cafe - Bridgeport Village,good_topic1
Bridge City Cafe - Lloyd Center,good_topic3
Bridgetown Bagel Company,good_topic3
Bridgetown Bagels,good_topic3
Brioche Urban Baking & Catering,good_topic2
Brioso Coffee,good_topic3
Brioso Roastery & Coffee Bar,good_topic3
British Overseas Restaurant,good_topic2
Bro-Dogs,good_topic4
Broad Street Bagels and Deli,good_topic2
Broadway & Meatballs,good_topic2
Brookhaven Provisions,good_topic2
Brooklyn Breakfast Shop,good_topic2
Brooklyn Heights Bar & Grill,good_topic5
Brooklyn Hub,good_topic5
Brooklyn Water Bagel,good_topic3
Brother's Roast Beef & Pizza,good_topic3
Brothers Burgers,good_topic4
Brothers Deli & Restaurant,good_topic2
Brothers Deli Lynn,good_topic5
Brown Bag Deli,good_topic1
Brown Bag Seafood,good_topic5
Brownierie Cafe,good_topic2
Browns Social House,good_topic5
Browns Socialhouse Brentwood,good_topic5
Browns Socialhouse Brewery District,good_topic5
Browns Socialhouse Guildford,good_topic5
Browns Socialhouse Ironwood,good_topic5
Browns Socialhouse Kitsilano,good_topic2
Browns Socialhouse Lynn Valley,good_topic5
Browns Socialhouse Newport,good_topic5
Browns Socialhouse Point Grey,good_topic6
Browns Socialhouse QE Theatre,good_topic5
Browns Socialhouse Sun:shine Hills,good_topic6
Browns Socialhouse Surrey Centre,good_topic5
Browns Socialhouse Town Centre,good_topic5
Browns Socialhouse Upper Lonsdale,good_topic2
Brownstone,good_topic2
Bruegger's Bagels,good_topic3
Bruegger's Bagels and Jamba Juice,good_topic3
Brunch Box,good_topic4
Bruncheria Cafe,good_topic2
Bruno's Bar + Burger,good_topic4
Bruster's Real Ice Cream,good_topic2
Brutus Burgers,good_topic4
Bubba's Catfish House,good_topic5
Bubble Crunch,good_topic2
Buchito,good_topic2
Bucket Shop Cafe,good_topic6
Buckeye Cheddar & Chili,good_topic4
Bud Light Port Paradise,good_topic5
Buddy's Burger,good_topic4
Buen Caf茅 Latin Food,good_topic1
Buenos Aires Caf茅,good_topic1
Buenos Dias Cafe,good_topic2
Buffalo China,good_topic1
Buffalo Wild Wings,good_topic5
Buffalo Wingman,good_topic5
Buffalo Wings & Rings,good_topic5
Buffalo Wings & Rings - Lewis Center,good_topic4
Built To Grill,good_topic1
Bukowski Tavern,good_topic6
Bull Mountain Bar & Grill,good_topic5
Bun Mi Vietnamese Grill,good_topic1
Bun On the Run Burgers,good_topic4
Bundy's Bagels,good_topic3
Bunk,good_topic1
Bunk - Alberta,good_topic1
Bunk Bar,good_topic1
Bunk Bar Water,good_topic1
Bunk Sandwiches,good_topic1
Burchett's Sports Bar & Grill,good_topic2
Burgatroyd,good_topic4
Burger & Beer Joint,good_topic5
Burger 21,good_topic4
Burger 21 - Mall of Millenia,good_topic4
Burger Baby Atlanta,good_topic4
Burger Bar Campus,good_topic4
Burger Bar On Congress,good_topic4
Burger Barn Fresh Burgers & Shakes,good_topic4
Burger Bungalow,good_topic4
Burger Burger,good_topic4
Burger Craft,good_topic4
Burger Dive,good_topic4
Burger Fresh,good_topic4
Burger Heaven,good_topic4
Burger House,good_topic4
Burger Joe's,good_topic4
Burger Joy,good_topic5
Burger King,good_topic3
Burger Stevens,good_topic4
Burger Tap,good_topic4
Burger Tex,good_topic4
Burger Tex 2,good_topic4
Burger Theory,good_topic4
Burger Theory Columbus,good_topic5
Burger U,good_topic4
Burger Win,good_topic3
BurgerFi,good_topic4
BurgerFi Orlando - Lake Nona,good_topic4
BurgerIM,good_topic4
BurgerIM Midtown,good_topic5
BurgerWorks,good_topic4
Burgerim,good_topic4
Burgerim - Columbus,good_topic5
Burgerlicious,good_topic4
Burgers & Biryani Express,good_topic5
Burgers & Friends,good_topic4
Burgers & More,good_topic4
Burgers Or Bust Cafe,good_topic4
Burgerville,good_topic4
Burlington Cold Cut Center,good_topic1
Burro Cheese Kitchen,good_topic1
Burro Cheese kitchen,good_topic1
Burtons Grill,good_topic5
Burtons Grill & Bar of Hingham,good_topic5
Butterfly Falafel,good_topic3
Byno's Roadhouse,good_topic5
Byob Burgers,good_topic4
Bywater Grocery,good_topic1
B谩nh Mi Cali,good_topic1
B谩nh M矛 Tr猫s Bon,good_topic1
B么 Caf茅,good_topic6
C & S Seafood and Oyster Bar - Sandy Springs,good_topic5
C Bar,good_topic6
C Burger,good_topic4
C&S Brisket Bus,good_topic1
C'est si bon,good_topic2
C.G.K.,good_topic2
CE Restaurant,good_topic4
CFS Coffee,good_topic2
CHAR' Latin Grill,good_topic1
CHAU Veggie Express,good_topic1
CRAFT Beer Market,good_topic6
Cackalack's Hot Chicken Shack,good_topic1
Cactus Club Cafe,good_topic5
Cafe + Velo,good_topic2
Cafe 1010,good_topic3
Cafe 106,good_topic2
Cafe 1739,good_topic2
Cafe 290,good_topic5
Cafe 335,good_topic2
Cafe Alsace,good_topic6
Cafe Arpeggio,good_topic2
Cafe At Pharr,good_topic1
Cafe Bartlett Sq,good_topic2
Cafe Beirut,good_topic1
Cafe Bica,good_topic3
Cafe Bon Vivant,good_topic2
Cafe Bonjour,good_topic2
Cafe Brazil Bakery,good_topic1
Cafe Cakes,good_topic3
Cafe Canela,good_topic4
Cafe Caobana,good_topic1
Cafe Classico,good_topic3
Cafe Eleven,good_topic2
Cafe Express,good_topic2
Cafe Fleuri,good_topic2
Cafe Food,good_topic1
Cafe Fresh,good_topic2
Cafe Fresh Bagel,good_topic3
Cafe Hot Wing 11,good_topic4
Cafe I AM,good_topic2
Cafe Illyria,good_topic2
Cafe Japonaise,good_topic3
Cafe Joie,good_topic2
Cafe Kia-Ora,good_topic2
Cafe Le Anna,good_topic3
Cafe Lokal,good_topic2
Cafe Lucia,good_topic2
Cafe Nena'i,good_topic2
Cafe On Main,good_topic1
Cafe Paprika,good_topic5
Cafe Phenix,good_topic2
Cafe Phin and Pho,good_topic1
Cafe Podima,good_topic1
Cafe Posh,good_topic6
Cafe Red Downtown,good_topic6
Cafe Reese,good_topic2
Cafe Rouge Express,good_topic5
Cafe Vanille,good_topic3
Cafe West Express,good_topic2
Cafe Ybor Food Bus,good_topic1
Cafe Yumm!,good_topic2
Cafe at Pharr,good_topic1
Cafe at the Corner,good_topic1
Cafe de Boston - Eatery & Catering,good_topic2
Cafe de l'Orangerie,good_topic1
Cafe on the Common,good_topic2
Caffe Artigiano,good_topic6
Caffe Bella Vita,good_topic1
Caffe Brixton,good_topic6
Caffe Buongiorno,good_topic3
Caffe Destino,good_topic2
Caffe Di Riverwalk,good_topic2
Caffe Divano,good_topic2
Caffe Mira,good_topic2
Caffe Nero,good_topic2
Caffe Pallino,good_topic2
Caffe W,good_topic2
Caff猫 Artigiano,good_topic2
Caff猫 Nero,good_topic2
Caff茅 Autogrill,good_topic2
Caff茅 Gio,good_topic1
Caff茅 Roma & Lounge,good_topic3
Caf茅 Castagna,good_topic6
Caf茅 Comma,good_topic2
Caf茅 Creekside,good_topic2
Caf茅 Ephesus,good_topic6
Caf茅 Fitatrie,good_topic5
Caf茅 Jaffa,good_topic6
Caf茅 Luna,good_topic2
Caf茅 No S茅,good_topic2
Caf茅 Osceola,good_topic2
Caf茅 Pont茅,good_topic2
Caf茅 Rustica,good_topic3
Caf茅 Susu by Suitsupply,good_topic2
Caf茅 Zupas,good_topic2
CaliBurger Vancouver,good_topic4
Calibasil Vietnamese Eatery,good_topic1
Callie's Hot Little Biscuit,good_topic2
Cambridge Tea House,good_topic2
Cameo Cafe,good_topic2
Campanale's Restaurant,good_topic5
Canary Square,good_topic6
Cannery Cafe,good_topic2
Canoe Creek Sports Tavern,good_topic5
Canteen,good_topic3
Canto 6,good_topic3
Canyon Grill,good_topic4
Canyons Burger Company,good_topic4
Cap'n Yoby's,good_topic3
Cap't Loui,good_topic5
Capers Community Market,good_topic3
Capital City Subs,good_topic3
Capitol,good_topic6
Capitol Coffee House,good_topic2
Capitol Sandwich,good_topic1
Cappa's Trackside Kitchen,good_topic2
Captain American Diner,good_topic5
Cardullo's Gourmet Shoppe,good_topic3
Caribe Blu,good_topic5
Caribe Fusion,good_topic1
Caribe Restaurant,good_topic1
Caribou Coffee,good_topic3
Carl's Jr,good_topic5
Carl's Jr.,good_topic3
Carl's Steak Subs,good_topic3
Carls Jr,good_topic4
Carmella's Lounge,good_topic6
Carnival Ice Cream,good_topic3
Carolina Deli,good_topic3
Carrie's Winter Park Cafe,good_topic2
Carroll's,good_topic5
Carte Blanche,good_topic1
Carter's Sports Grill,good_topic5
Carved Comfort,good_topic1
Carvera Argentinean Grill,good_topic1
Caryn's,good_topic5
Casa De Las Empanadas,good_topic1
Casa Naranja,good_topic6
Casa di Amici Restaurant,good_topic5
